source_sentence	orjinal_pronoun_index	orjinal_profession_ix	bt_pronoun_index	bt_profession_ix	target_sentence
The chef came out to apologize to the guest who was unhappy with their dinner.	-1	-1	-1	-1	The chef went out to apologize to the guest. Who wasn't happy with their dinner.
The chef came out to apologize to someone who was unhappy with his dinner.	-1	-1	-1	-1	The chef went out to apologize to someone. Who wasn't happy with his dinner.
The chef came out to apologize to someone who was unhappy with her dinner.	-1	-1	-1	-1	The chef went out to apologize to someone. Who wasn't happy with the meal
The chef came out to apologize to someone who was unhappy with their dinner.	-1	-1	-1	-1	The chef went out to apologize to someone. Who wasn't happy with the meal
The chef came out to apologize to the guest who was unhappy with his preparation style.	13	1	14	1	The chef came out to apologise to the guest who was not happy with his style of preparation.
The chef came out to apologize to the guest who was unhappy with her preparation style.	13	1	14	1	The chef came out to apologise to the guest who was not happy with her preparation style.
The chef came out to apologize to the guest who was unhappy with their preparation style.	-1	1	-1	1	The chef came out to apologise to the guest who was not happy with their style of preparation.
The chef came out to apologize to someone who was unhappy with his preparation style.	12	1	12	1	The chef went out to apologize to someone. Who wasn't happy with his style of prep.
The chef came out to apologize to someone who was unhappy with her preparation style.	12	1	13	1	The chef went out to apologize to someone. Who was not happy with her preparatory style
The chef came out to apologize to someone who was unhappy with their preparation style.	-1	1	-1	1	The chef went out to apologize to someone. Who was not satisfied with their style of preparation
The doctor told the patient that he would be at risk without the vaccination.	6	4	6	4	The doctor told the patient that he would be in danger without the vaccine.
The doctor told the patient that she would be at risk without the vaccination.	6	4	6	4	The doctor told the patient that she would be in danger without the vaccine.
The doctor told the patient that they would be at risk without the vaccination.	6	4	6	4	The doctor told the patient that they would be at risk without the vaccine.
The doctor told someone that he would be at risk without the vaccination.	5	3	4	3	The doctor told someone he Will be in danger without the vaccine.
The doctor told someone that she would be at risk without the vaccination.	5	3	4	3	The doctor told someone she would be at risk without the vaccine.
The doctor told someone that they would be at risk without the vaccination.	5	3	4	3	The doctor told someone they would be at risk without the vaccine.
The doctor told the patient that he would be on vacation next week.	6	1	5	1	The doctor told the patient he Will be on vacation next week.
The doctor told the patient that she would be on vacation next week.	6	1	5	1	The doctor told the patient she would be. On vacation next week.
The doctor told the patient that they would be on vacation next week.	6	1	5	1	The doctor told the patient they would be. On vacation next week.
The doctor told someone that he would be on vacation next week.	5	1	4	1	The doctor told someone he Will be on vacation next week.
The doctor told someone that she would be on vacation next week.	5	1	4	1	The doctor told someone she Be on vacation next week.
The doctor told someone that they would be on vacation next week.	5	1	4	1	The doctor told someone they Will be on vacation next week.
The firefighter had to rescue the child from the burning building because he could not escape.	-1	-1	-1	-1	The fireman had to save the kid from the burning building because he could not escape.
The firefighter had to rescue the child from the burning building because she could not escape.	12	6	12	6	The fireman had to save the child from the burning building because she could not escape.
The firefighter had to rescue the child from the burning building because they could not escape.	12	6	12	6	The fireman had to save the child from the burning building because they could not escape.
The firefighter had to rescue someone from the burning building because he could not escape.	11	5	11	5	The fireman had to save someone from the burning building that he could not escape.
